aggregate,key,count,mean_cosine_similarity,min_cosine_similarity,max_cosine_similarity
layer_head,10/7,46,0.6286455292416655,0.22271032631397247,0.9132641553878784
layer_head,10/8,46,0.6994093436261882,0.3342452049255371,0.9638478755950928
layer_head,10/9,46,0.9462140630120817,0.5444245338439941,0.9973737001419067
layer_head,11/0,46,0.24006360137592192,0.03752830624580383,0.5890276432037354
layer_head,11/1,46,0.5578390600402718,0.029214512556791306,0.900627076625824
layer_head,11/10,46,0.6348598184792892,0.1630457490682602,0.8772770166397095
layer_head,11/11,46,0.7108751503021821,0.3471543788909912,0.9302178621292114
layer_head,11/12,46,0.7297572234402532,0.18704372644424438,0.993645429611206
layer_head,11/13,46,0.7456648135962693,0.3185804784297943,0.9679543375968933
layer_head,11/14,46,0.8523443090203016,0.0943034365773201,0.9892042875289917
layer_head,11/15,46,0.6645793558462806,0.4232170581817627,0.8974963426589966
layer_head,11/16,46,0.6872332902706187,0.14111050963401794,0.9968293905258179
layer_head,11/17,46,0.9549348814331967,0.13193145394325256,0.999764621257782
layer_head,11/18,46,0.6218332564458251,0.028485918417572975,0.9449913501739502
layer_head,11/19,46,0.7582652231921321,0.1831144094467163,0.9842930436134338
layer_head,11/2,46,0.32567516665743745,0.06788738071918488,0.7147475481033325
layer_head,11/20,46,0.7187634836072507,0.29387301206588745,0.920815110206604
layer_head,11/21,46,0.9208629733842352,0.45023277401924133,0.9958556294441223
layer_head,11/22,46,0.36376443472893344,0.13204628229141235,0.8612129092216492
layer_head,11/23,46,0.700490454616754,0.2163049578666687,0.9492820501327515
layer_head,11/3,46,0.9531348684559697,0.563476026058197,0.9967569708824158
layer_head,11/4,46,0.9193426940752112,0.6715776324272156,0.9900112152099609
layer_head,11/5,46,0.9748211140217988,0.8735957145690918,0.9950783848762512
layer_head,11/6,46,0.7358504715173141,0.37062007188796997,0.9638471007347107
layer_head,11/7,46,0.7253488833489625,0.3165058195590973,0.9794710278511047
layer_head,11/8,46,0.8331529426833858,0.406730055809021,0.9808915853500366
